case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,energy,true_energy,energy_gap,valid,read_violations,position_violations,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
37,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,36,-150.0,-375.0,225.0,True,0,0,6,9,75,5.319806509998671,5.322650010000871
38,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,36,-234.0,-450.0,216.0,True,0,0,8,7,62,5.634837694000453,5.6373875940007565
39,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,36,-265.0,-525.0,260.0,True,0,0,8,7,30,5.184760894000647,5.18832819400086
40,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,36,-368.0,-600.0,232.0,True,0,0,9,6,19,5.141663690999849,5.145520991000012
41,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,36,-214.0,-300.0,86.0,True,0,0,10,5,46,6.905519861998982,6.909583262000524
42,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,36,-165.0,-375.0,210.0,True,0,0,6,9,48,6.9061329510004725,6.909572651000417
43,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,36,-192.0,-450.0,258.0,True,0,0,4,11,60,7.075377675999334,7.078815875998771
44,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,36,-167.0,-525.0,358.0,True,0,0,4,11,40,6.572834340000554,6.575591340000756
45,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,36,-294.0,-600.0,306.0,True,0,0,5,10,47,5.098675180999635,5.101313081000626
46,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,36,-44.0,-300.0,256.0,True,0,0,9,6,72,5.169296785999904,5.171941885999331
47,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,36,-65.0,-375.0,310.0,True,0,0,4,11,28,5.124649786999726,5.1279326869989745
48,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,36,-162.0,-450.0,288.0,True,0,0,4,11,68,5.190271086999928,5.193928987000618
49,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,36,-277.0,-525.0,248.0,True,0,0,2,13,18,5.189388583999971,5.19271258399931
50,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,36,-176.0,-600.0,424.0,True,0,0,2,13,60,5.1211079730001074,5.124272872999427
51,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,36,-38.0,-300.0,262.0,True,0,0,4,11,56,5.157291601000907,5.1598728010012564
52,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,36,-15.0,-375.0,360.0,True,0,0,4,11,45,5.182214913998905,5.18511471400052
53,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,36,-94.0,-450.0,356.0,True,0,0,7,8,27,5.252606091000416,5.255187891001697
54,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,36,-207.0,-525.0,318.0,True,0,0,5,10,24,5.156667490000473,5.159145589999753
55,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,36,-422.0,-600.0,178.0,True,0,0,7,8,21,5.129264789000445,5.132746988998406
56,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,36,-84.0,-300.0,216.0,True,0,0,6,9,48,5.1168691880011465,5.1352005879998615
57,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,36,-70.0,-375.0,305.0,True,0,0,3,12,65,5.295567989000119,5.29854338900077
58,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,36,-96.0,-450.0,354.0,True,0,0,2,13,33,5.141222989999733,5.143826589999662
59,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,36,-195.0,-525.0,330.0,True,0,0,1,14,31,5.107376148000185,5.11000514800071
60,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,36,-304.0,-600.0,296.0,True,0,0,7,8,55,5.151970073000484,5.154603973000121
