case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,energy,true_energy,energy_gap,valid,read_violations,position_violations,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
24,ok,openjij-sqa,100.0,100.0,30.0,35.0,default,40,-283.0,-525.0,242.0,True,0,0,4,11,27,11.213774183997884,11.217120583998621
25,ok,openjij-sqa,100.0,100.0,30.0,40.0,default,40,-324.0,-600.0,276.0,True,0,0,7,8,45,11.229813542999182,11.232300043000578
26,ok,openjij-sqa,100.0,100.0,40.0,20.0,default,40,-52.0,-300.0,248.0,True,0,0,2,13,82,11.262359121999907,11.266009221999411
27,ok,openjij-sqa,100.0,100.0,40.0,25.0,default,40,-130.0,-375.0,245.0,True,0,0,6,9,72,11.163250212001003,11.165722111996729
28,ok,openjij-sqa,100.0,100.0,40.0,30.0,default,40,-186.0,-450.0,264.0,True,0,0,7,8,68,11.195905238000705,11.198655037998833
29,ok,openjij-sqa,100.0,100.0,40.0,35.0,default,40,-387.0,-525.0,138.0,True,0,0,10,5,16,11.478223474001425,11.480927773998701
30,ok,openjij-sqa,100.0,100.0,40.0,40.0,default,40,-328.0,-600.0,272.0,True,0,0,6,9,50,11.267071727997973,11.270263628000976
31,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,40,-82.0,-300.0,218.0,True,0,0,10,5,60,11.25753633199929,11.260112031999597
32,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,40,-115.0,-375.0,260.0,True,0,0,5,10,55,11.240711911999824,11.24379011199926
33,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,40,-186.0,-450.0,264.0,True,0,0,9,6,69,11.207717299999786,11.210809100000915
34,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,40,-165.0,-525.0,360.0,True,0,0,6,9,33,12.017427580998628,12.020929381000315
35,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,40,-486.0,-600.0,114.0,True,0,0,11,4,17,11.589428585997666,11.592098085999169
36,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,40,-116.0,-300.0,184.0,True,0,0,10,5,57,11.393978378000611,11.396619978000672
37,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,40,-245.0,-375.0,130.0,True,0,0,7,8,17,11.348492053002701,11.352201952999167
38,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,40,-324.0,-450.0,126.0,True,0,0,10,5,48,11.21592337599941,11.2194008760016
39,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,40,-346.0,-525.0,179.0,True,0,0,6,9,35,11.517636836000747,11.520330436000222
40,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,40,-412.0,-600.0,188.0,True,0,0,7,8,30,11.279178316002799,11.281754515999637
41,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,40,-48.0,-300.0,252.0,True,0,0,1,14,25,11.28388848800023,11.28654288799953
42,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,40,-160.0,-375.0,215.0,True,0,0,4,11,31,11.329277487999207,11.33319088799908
43,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,40,-228.0,-450.0,222.0,True,0,0,5,10,42,11.184887897001317,11.187973297001008
44,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,40,-216.0,-525.0,309.0,True,0,0,6,9,48,11.134576601001754,11.137109301002056
45,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,40,-374.0,-600.0,226.0,True,0,0,11,4,22,11.172070202999748,11.174930102999497
46,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,40,12.0,-300.0,312.0,True,0,0,2,13,48,11.139973305998865,11.14321710600052
47,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,40,10.0,-375.0,385.0,True,0,0,3,12,76,11.292711404999864,11.295567904999189
48,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,40,-350.0,-450.0,100.0,True,0,0,11,4,22,11.123902898001688,11.127142897999875
49,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,40,-230.0,-525.0,295.0,True,0,0,3,12,23,11.314675404002628,11.317232404002425
50,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,40,-288.0,-600.0,312.0,True,0,0,7,8,75,11.332808300001489,11.335353999998915
51,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,40,-100.0,-300.0,200.0,True,0,0,5,10,15,11.106343097999343,11.109559297998203
52,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,40,-85.0,-375.0,290.0,True,0,0,4,11,52,12.059919457999058,12.064079058000061
53,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,40,-206.0,-450.0,244.0,True,0,0,5,10,42,11.329605103997892,11.335533703997498
54,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,40,-271.0,-525.0,254.0,True,0,0,7,8,35,11.382818009999028,11.402131309998367
55,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,40,-364.0,-600.0,236.0,True,0,0,8,7,35,11.47569498699886,11.478701586998795
56,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,40,-16.0,-300.0,284.0,True,0,0,7,8,55,11.221233886997652,11.223853387000418
57,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,40,-70.0,-375.0,305.0,True,0,0,5,10,23,11.214958475997264,11.218200375999004
58,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,40,-192.0,-450.0,258.0,True,0,0,7,8,54,11.606612139999925,11.609174240002176
59,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,40,-107.0,-525.0,418.0,True,0,0,3,12,72,11.206998788999044,11.210020289003296
60,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,40,-404.0,-600.0,196.0,True,0,0,9,6,30,11.780608732999099,11.784287332997337
