case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,energy,true_energy,energy_gap,valid,read_violations,position_violations,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
31,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,40,-84.0,-300.0,216.0,True,0,0,5,10,28,15.901278788005584,15.903999688001932
32,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,40,-100.0,-375.0,275.0,True,0,0,7,8,61,15.723586157000682,15.726116857003944
33,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,40,-194.0,-450.0,256.0,True,0,0,5,10,26,15.92758137400233,15.930537574000482
34,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,40,-292.0,-525.0,233.0,True,0,0,6,9,16,16.485558040003525,16.48801493999781
35,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,40,-414.0,-600.0,186.0,True,0,0,7,8,38,16.40091427900188,16.40340257900243
36,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,40,-96.0,-300.0,204.0,True,0,0,8,7,29,16.718510489001346,16.721225388995663
37,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,40,-230.0,-375.0,145.0,True,0,0,8,7,39,15.923123474000022,15.925747474000673
38,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,40,-240.0,-450.0,210.0,True,0,0,9,6,28,16.011816595004348,16.014525594997394
39,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,40,-293.0,-525.0,232.0,True,0,0,9,6,20,16.761506189999636,16.764049890000024
40,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,40,-412.0,-600.0,188.0,True,0,0,7,8,39,16.256738632000634,16.25939023200044
41,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,40,-14.0,-300.0,286.0,True,0,0,4,11,22,15.875824629001727,15.878313929002616
42,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,40,-200.0,-375.0,175.0,True,0,0,6,9,33,15.726026668002305,15.728511667999555
43,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,40,-258.0,-450.0,192.0,True,0,0,5,10,50,16.20642197399866,16.208844574000977
44,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,40,-239.0,-525.0,286.0,True,0,0,3,12,83,16.51553764399432,16.51820404400496
45,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,40,-498.0,-600.0,102.0,True,0,0,10,5,3,15.889761052007088,15.892238751999685
46,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,40,-60.0,-300.0,240.0,True,0,0,2,13,43,16.155261972999142,16.15777207299834
47,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,40,-180.0,-375.0,195.0,True,0,0,6,9,48,16.30280720799783,16.30530730800092
48,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,40,-220.0,-450.0,230.0,True,0,0,5,10,26,20.792648554997868,20.795212755001558
49,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,40,-176.0,-525.0,349.0,True,0,0,6,9,77,25.201499446004163,25.205937846003508
50,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,40,-448.0,-600.0,152.0,True,0,0,8,7,48,15.860487208003178,15.863683508003305
51,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,40,-18.0,-300.0,282.0,True,0,0,5,10,29,17.558278265998524,17.562023866004893
52,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,40,-45.0,-375.0,330.0,True,0,0,7,8,37,15.544494019006379,15.547447819000809
53,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,40,-182.0,-450.0,268.0,True,0,0,3,12,53,15.496890609996626,15.499389410004369
54,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,40,-349.0,-525.0,176.0,True,0,0,6,9,24,15.759646201004216,15.762166300999525
55,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,40,-340.0,-600.0,260.0,True,0,0,8,7,46,15.381183230994793,15.384077531001822
56,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,40,-84.0,-300.0,216.0,True,0,0,3,12,23,15.62509649599815,15.629559095999866
57,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,40,-140.0,-375.0,235.0,True,0,0,5,10,49,14.648686061998887,14.651293361996068
58,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,40,-186.0,-450.0,264.0,True,0,0,5,10,14,14.939382295997348,14.942250296000566
59,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,40,-300.0,-525.0,225.0,True,0,0,11,4,30,14.716434876994754,14.71908067700133
60,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,40,-336.0,-600.0,264.0,True,0,0,7,8,40,15.004990105000616,15.00836820499535
