case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,energy,true_energy,energy_gap,valid,read_violations,position_violations,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
24,ok,openjij-sqa,75.0,75.0,40.0,30.0,default,32,-244.0,-450.0,206.0,True,0,0,6,9,48,6.587149289000081,6.589684988999579
25,ok,openjij-sqa,75.0,75.0,40.0,35.0,default,24,-284.0,-525.0,241.0,True,0,0,3,12,18,6.026957731000948,6.0296234310008
26,ok,openjij-sqa,75.0,75.0,40.0,35.0,default,28,-312.0,-525.0,213.0,True,0,0,8,7,65,5.577688035999017,5.580164236000201
27,ok,openjij-sqa,75.0,75.0,40.0,35.0,default,32,-256.0,-525.0,269.0,True,0,0,5,10,47,7.294282984999882,7.297401884001374
28,ok,openjij-sqa,75.0,75.0,40.0,40.0,default,24,-328.0,-600.0,272.0,True,0,0,6,9,30,5.880362214000343,5.883391213999857
29,ok,openjij-sqa,75.0,75.0,40.0,40.0,default,28,-392.0,-600.0,208.0,True,0,0,8,7,70,5.094124746001398,5.096889045998978
30,ok,openjij-sqa,75.0,75.0,40.0,40.0,default,32,-360.0,-600.0,240.0,True,0,0,3,12,43,4.578956625000501,4.581886825000765
31,ok,openjij-sqa,75.0,75.0,50.0,20.0,default,24,-202.0,-300.0,98.0,True,0,0,9,6,22,3.585997722000684,3.588960921999387
32,ok,openjij-sqa,75.0,75.0,50.0,20.0,default,28,-140.0,-300.0,160.0,True,0,0,10,5,16,3.9504005600010714,3.953520760000174
33,ok,openjij-sqa,75.0,75.0,50.0,20.0,default,32,-178.0,-300.0,122.0,True,0,0,6,9,35,4.421911774999899,4.425731375000396
34,ok,openjij-sqa,75.0,75.0,50.0,25.0,default,24,-245.0,-375.0,130.0,True,0,0,9,6,36,3.5382096829998773,3.5412112829999387
35,ok,openjij-sqa,75.0,75.0,50.0,25.0,default,28,-95.0,-375.0,280.0,True,0,0,5,10,74,3.958748535000268,3.9616578349996416
36,ok,openjij-sqa,75.0,75.0,50.0,25.0,default,32,-240.0,-375.0,135.0,True,0,0,5,10,29,4.475020407000557,4.477982506999979
37,ok,openjij-sqa,75.0,75.0,50.0,30.0,default,24,-224.0,-450.0,226.0,True,0,0,7,8,54,3.5358018679999077,3.5397544679999555
38,ok,openjij-sqa,75.0,75.0,50.0,30.0,default,28,-230.0,-450.0,220.0,True,0,0,9,6,70,4.067574164000689,4.071850864000226
39,ok,openjij-sqa,75.0,75.0,50.0,30.0,default,32,-236.0,-450.0,214.0,True,0,0,8,7,58,4.580266598999515,4.583493099000407
40,ok,openjij-sqa,75.0,75.0,50.0,35.0,default,24,-363.0,-525.0,162.0,True,0,0,5,10,37,3.6235585220001667,3.626169122000647
41,ok,openjij-sqa,75.0,75.0,50.0,35.0,default,28,-271.0,-525.0,254.0,True,0,0,4,11,28,4.0151116349989024,4.017670934999842
42,ok,openjij-sqa,75.0,75.0,50.0,35.0,default,32,-356.0,-525.0,169.0,True,0,0,4,11,43,4.726317362001282,4.72885246199985
43,ok,openjij-sqa,75.0,75.0,50.0,40.0,default,24,-332.0,-600.0,268.0,True,0,0,6,9,74,3.5459017119992495,3.548957312999846
44,ok,openjij-sqa,75.0,75.0,50.0,40.0,default,28,-316.0,-600.0,284.0,True,0,0,5,10,41,3.951794449998488,3.954352549999385
45,ok,openjij-sqa,75.0,75.0,50.0,40.0,default,32,-396.0,-600.0,204.0,True,0,0,10,5,5,4.716322807000324,4.718969207000555
46,ok,openjij-sqa,75.0,75.0,60.0,20.0,default,24,-96.0,-300.0,204.0,True,0,0,6,9,67,3.5130583959999058,3.5156705959998362
47,ok,openjij-sqa,75.0,75.0,60.0,20.0,default,28,-168.0,-300.0,132.0,True,0,0,8,7,34,3.9845536909997463,3.9873372910005855
48,ok,openjij-sqa,75.0,75.0,60.0,20.0,default,32,-92.0,-300.0,208.0,True,0,0,6,9,33,4.765091369999936,4.7676730700004555
49,ok,openjij-sqa,75.0,75.0,60.0,25.0,default,24,-190.0,-375.0,185.0,False,0,2,10,5,50,3.5847767689992907,3.587550468999325
50,ok,openjij-sqa,75.0,75.0,60.0,25.0,default,28,-180.0,-375.0,195.0,False,0,2,7,8,32,4.021700992998376,4.024484192999807
51,ok,openjij-sqa,75.0,75.0,60.0,25.0,default,32,-80.0,-375.0,295.0,True,0,0,6,9,90,4.4329093050000665,4.435401705000913
52,ok,openjij-sqa,75.0,75.0,60.0,30.0,default,24,-204.0,-450.0,246.0,True,0,0,7,8,70,3.51560783000059,3.518058330000713
53,ok,openjij-sqa,75.0,75.0,60.0,30.0,default,28,-216.0,-450.0,234.0,True,0,0,7,8,66,3.966812841999854,3.9696415420003177
54,ok,openjij-sqa,75.0,75.0,60.0,30.0,default,32,-222.0,-450.0,228.0,False,0,2,6,9,42,6.5378809549984,6.541035255000679
55,ok,openjij-sqa,75.0,75.0,60.0,35.0,default,24,-360.0,-525.0,165.0,True,0,0,8,7,16,3.665959149999253,3.668461049999678
56,ok,openjij-sqa,75.0,75.0,60.0,35.0,default,28,-339.0,-525.0,186.0,True,0,0,4,11,23,4.194742511001095,4.214993409999806
57,ok,openjij-sqa,75.0,75.0,60.0,35.0,default,32,-265.0,-525.0,260.0,True,0,0,6,9,30,5.0104976590009755,5.014051458998438
58,ok,openjij-sqa,75.0,75.0,60.0,40.0,default,24,-402.0,-600.0,198.0,False,0,2,10,5,12,3.710321763999673,3.7128515639997204
59,ok,openjij-sqa,75.0,75.0,60.0,40.0,default,28,-418.0,-600.0,182.0,False,0,2,11,4,16,4.571785091999118,4.574642992000008
60,ok,openjij-sqa,75.0,75.0,60.0,40.0,default,32,-600.0,-600.0,0.0,True,0,0,15,0,0,4.848094639999545,4.850585939999291
61,ok,openjij-sqa,100.0,100.0,30.0,20.0,default,24,-82.0,-300.0,218.0,True,0,0,3,12,75,3.8924158409990923,3.8950281409997842
62,ok,openjij-sqa,100.0,100.0,30.0,20.0,default,28,-76.0,-300.0,224.0,True,0,0,7,8,38,4.27286576699953,4.275722068001414
63,ok,openjij-sqa,100.0,100.0,30.0,20.0,default,32,-68.0,-300.0,232.0,True,0,0,5,10,56,4.787680645998989,4.790790446000756
64,ok,openjij-sqa,100.0,100.0,30.0,25.0,default,24,-155.0,-375.0,220.0,True,0,0,4,11,62,3.8069450089988095,3.809403209001175
65,ok,openjij-sqa,100.0,100.0,30.0,25.0,default,28,-270.0,-375.0,105.0,True,0,0,8,7,46,4.195078594999359,4.1975407949994405
66,ok,openjij-sqa,100.0,100.0,30.0,25.0,default,32,-155.0,-375.0,220.0,True,0,0,4,11,68,4.8142198890000145,4.817233088999274
67,ok,openjij-sqa,100.0,100.0,30.0,30.0,default,24,-246.0,-450.0,204.0,True,0,0,10,5,77,3.7647274329992797,3.767469632999564
68,ok,openjij-sqa,100.0,100.0,30.0,30.0,default,28,-216.0,-450.0,234.0,True,0,0,6,9,51,4.221948785001587,4.224415785000019
69,ok,openjij-sqa,100.0,100.0,30.0,30.0,default,32,-312.0,-450.0,138.0,True,0,0,8,7,37,4.809773920000225,4.8124524199993175
70,ok,openjij-sqa,100.0,100.0,30.0,35.0,default,24,-304.0,-525.0,221.0,True,0,0,5,10,47,4.129496030000155,4.132132630000342
71,ok,openjij-sqa,100.0,100.0,30.0,35.0,default,28,-311.0,-525.0,214.0,True,0,0,6,9,39,4.364075547000539,4.366578347000541
72,ok,openjij-sqa,100.0,100.0,30.0,35.0,default,32,-230.0,-525.0,295.0,True,0,0,9,6,36,4.82557193699904,4.828614137000841
73,ok,openjij-sqa,100.0,100.0,30.0,40.0,default,24,-356.0,-600.0,244.0,True,0,0,7,8,42,3.873989122999774,3.8764806229992246
74,ok,openjij-sqa,100.0,100.0,30.0,40.0,default,28,-404.0,-600.0,196.0,True,0,0,8,7,48,4.770535874000416,4.773058274000505
75,ok,openjij-sqa,100.0,100.0,30.0,40.0,default,32,-388.0,-600.0,212.0,True,0,0,9,6,41,4.838081285000953,4.840529385000991
76,ok,openjij-sqa,100.0,100.0,40.0,20.0,default,24,-108.0,-300.0,192.0,True,0,0,10,5,70,3.8416839630008326,3.8442113629989763
77,ok,openjij-sqa,100.0,100.0,40.0,20.0,default,28,-96.0,-300.0,204.0,True,0,0,8,7,84,4.319566969001244,4.322153368999352
78,ok,openjij-sqa,100.0,100.0,40.0,20.0,default,32,-192.0,-300.0,108.0,True,0,0,5,10,33,6.167311881999922,6.169763881998733
79,ok,openjij-sqa,100.0,100.0,40.0,25.0,default,24,-145.0,-375.0,230.0,True,0,0,8,7,32,4.9447214789997815,4.94779927899981
80,ok,openjij-sqa,100.0,100.0,40.0,25.0,default,28,-155.0,-375.0,220.0,True,0,0,7,8,31,4.164323868999418,4.166849868999634
81,ok,openjij-sqa,100.0,100.0,40.0,25.0,default,32,-145.0,-375.0,230.0,True,0,0,4,11,35,4.578650664001543,4.581215464999332
82,ok,openjij-sqa,100.0,100.0,40.0,30.0,default,24,-220.0,-450.0,230.0,True,0,0,5,10,61,3.6714021489988227,3.674011249000614
83,ok,openjij-sqa,100.0,100.0,40.0,30.0,default,28,-302.0,-450.0,148.0,True,0,0,6,9,17,4.203090515999065,4.2055149160005385
84,ok,openjij-sqa,100.0,100.0,40.0,30.0,default,32,-198.0,-450.0,252.0,True,0,0,7,8,30,4.915440734001095,4.917968434001523
85,ok,openjij-sqa,100.0,100.0,40.0,35.0,default,24,-333.0,-525.0,192.0,True,0,0,8,7,23,3.8267226860007213,3.829365986000994
86,ok,openjij-sqa,100.0,100.0,40.0,35.0,default,28,-305.0,-525.0,220.0,True,0,0,7,8,57,4.146062361000077,4.150059660001716
87,ok,openjij-sqa,100.0,100.0,40.0,35.0,default,32,-373.0,-525.0,152.0,True,0,0,6,9,16,4.88998445100151,4.892705750999085
88,ok,openjij-sqa,100.0,100.0,40.0,40.0,default,24,-384.0,-600.0,216.0,True,0,0,8,7,16,4.210757136999746,4.213385336999636
89,ok,openjij-sqa,100.0,100.0,40.0,40.0,default,28,-296.0,-600.0,304.0,True,0,0,6,9,65,4.28533963100017,4.288045331000831
90,ok,openjij-sqa,100.0,100.0,40.0,40.0,default,32,-336.0,-600.0,264.0,True,0,0,7,8,19,5.022376834998795,5.025151735000691
91,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,24,-124.0,-300.0,176.0,True,0,0,6,9,11,3.9235334280001553,3.9260501280004974
92,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,28,-128.0,-300.0,172.0,True,0,0,9,6,31,4.418688542000382,4.421176642001228
93,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,32,-58.0,-300.0,242.0,True,0,0,6,9,60,4.786125046999587,4.788673046999975
94,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,24,-205.0,-375.0,170.0,True,0,0,9,6,82,4.040440443999614,4.0432033439992665
95,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,28,-75.0,-375.0,300.0,True,0,0,3,12,19,6.398590483000589,6.4017418829989765
96,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,32,-115.0,-375.0,260.0,True,0,0,2,13,40,5.1357583700009855,5.138897970000471
97,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,24,-322.0,-450.0,128.0,True,0,0,10,5,40,4.991500828000426,4.994018327999584
98,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,28,-230.0,-450.0,220.0,True,0,0,8,7,53,5.350496098999429,5.353064199000073
99,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,32,-266.0,-450.0,184.0,True,0,0,11,4,30,6.056126538000171,6.059588038000584
100,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,24,-200.0,-525.0,325.0,True,0,0,7,8,52,4.159752925999783,4.162342326000726
101,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,28,-264.0,-525.0,261.0,True,0,0,5,10,55,4.402146596999955,4.404679096998734
102,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,32,-327.0,-525.0,198.0,True,0,0,11,4,30,4.761934635000216,4.764425633999053
103,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,24,-414.0,-600.0,186.0,True,0,0,6,9,39,3.8367778470001213,3.8394345470005646
104,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,28,-316.0,-600.0,284.0,True,0,0,5,10,68,4.258832891999191,4.276380692001112
105,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,32,-380.0,-600.0,220.0,True,0,0,9,6,22,4.792533677000392,4.795075776999511
106,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,24,-92.0,-300.0,208.0,True,0,0,6,9,63,3.843095373000324,3.8456773729994893
107,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,28,-72.0,-300.0,228.0,True,0,0,4,11,40,4.344582549001643,4.347379049000665
108,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,32,-84.0,-300.0,216.0,True,0,0,7,8,34,4.81743780600118,4.820042006000222
109,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,24,-165.0,-375.0,210.0,True,0,0,9,6,49,3.8047934969999915,3.8072506970001996
110,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,28,-220.0,-375.0,155.0,True,0,0,5,10,37,4.272169361000124,4.274899161000576
111,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,32,-55.0,-375.0,320.0,True,0,0,6,9,45,4.9682968800007075,4.971037479999723
112,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,24,-126.0,-450.0,324.0,True,0,0,8,7,56,4.199623431999498,4.202150932000222
113,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,28,-114.0,-450.0,336.0,True,0,0,6,9,59,4.2730508240001654,4.276194523999948
114,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,32,-306.0,-450.0,144.0,True,0,0,7,8,38,4.726160758998958,4.728653658999974
115,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,24,-307.0,-525.0,218.0,True,0,0,10,5,67,3.76178462200005,3.7643198240002675
116,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,28,-272.0,-525.0,253.0,True,0,0,9,6,49,4.222740282999439,4.225417883000773
117,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,32,-237.0,-525.0,288.0,True,0,0,3,12,45,4.727785936000146,4.7303437369992025
118,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,24,-428.0,-600.0,172.0,True,0,0,8,7,50,3.749057545001051,3.751658645000134
119,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,28,-328.0,-600.0,272.0,True,0,0,8,7,75,4.515316830000302,4.517833629999586
120,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,32,-460.0,-600.0,140.0,True,0,0,10,5,51,4.728912348000449,4.731725048000953
121,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,24,-86.0,-300.0,214.0,True,0,0,3,12,14,3.837950268998611,3.8408894690001034
122,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,28,26.0,-300.0,326.0,True,0,0,2,13,35,4.319676422999692,4.322609422999449
123,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,32,-102.0,-300.0,198.0,True,0,0,5,10,21,4.710919299999659,4.713480298998547
124,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,24,-120.0,-375.0,255.0,True,0,0,6,9,45,3.9107138970011874,3.913291295999443
125,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,28,-20.0,-375.0,355.0,True,0,0,2,13,54,4.248848477000138,4.251708977000817
126,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,32,-130.0,-375.0,245.0,True,0,0,8,7,34,4.846229298000253,4.8486477980004565
127,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,24,-174.0,-450.0,276.0,True,0,0,8,7,60,3.7363841280002816,3.7391592280000623
128,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,28,-150.0,-450.0,300.0,True,0,0,5,10,69,4.260126526000022,4.262872426001195
129,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,32,-342.0,-450.0,108.0,True,0,0,8,7,11,4.736813416000587,4.7393316159996175
130,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,24,-276.0,-525.0,249.0,True,0,0,3,12,51,3.8130746299993916,3.8155600299996877
131,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,28,-311.0,-525.0,214.0,True,0,0,6,9,65,6.666564716999346,6.6768124170012015
132,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,32,-311.0,-525.0,214.0,True,0,0,6,9,13,5.378694813000038,5.381535511998663
133,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,24,-294.0,-600.0,306.0,True,0,0,5,10,38,4.881415350999305,4.8841060510003445
134,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,28,-388.0,-600.0,212.0,True,0,0,8,7,62,4.23480068400022,4.2377198840003985
135,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,32,-418.0,-600.0,182.0,True,0,0,4,11,32,4.722526220000873,4.725725021000471
136,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,24,-84.0,-300.0,216.0,True,0,0,7,8,62,3.7556713030007813,3.7582294040003035
137,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,28,-68.0,-300.0,232.0,True,0,0,6,9,59,4.423293038000338,4.425845038998887
138,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,32,-72.0,-300.0,228.0,True,0,0,4,11,71,4.774628388000565,4.777458888000183
139,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,24,-140.0,-375.0,235.0,True,0,0,5,10,21,3.988852839998799,3.9918403399988165
140,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,28,-145.0,-375.0,230.0,True,0,0,5,10,40,4.273056611998982,4.275960211998608
141,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,32,-165.0,-375.0,210.0,True,0,0,9,6,39,5.066515530999823,5.069216430998495
142,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,24,-132.0,-450.0,318.0,True,0,0,1,14,46,3.8278486789986346,3.8304444790010166
143,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,28,-220.0,-450.0,230.0,True,0,0,7,8,22,4.2399352449992875,4.242633245001343
144,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,32,-256.0,-450.0,194.0,True,0,0,7,8,44,4.959934132000853,4.962456531000498
145,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,24,-230.0,-525.0,295.0,True,0,0,8,7,32,3.7190928050004004,3.7220573049999075
146,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,28,-277.0,-525.0,248.0,True,0,0,5,10,54,4.411857770001006,4.414427167999747
147,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,32,-207.0,-525.0,318.0,True,0,0,2,13,42,4.711479349000001,4.713969948999875
148,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,24,-352.0,-600.0,248.0,True,0,0,6,9,51,3.8457474340011686,3.8484274329985055
149,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,28,-376.0,-600.0,224.0,True,0,0,8,7,13,4.2988470290001715,4.301372630001424
150,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,32,-296.0,-600.0,304.0,True,0,0,8,7,79,4.927414538999074,4.932570640999984
151,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,24,-104.0,-300.0,196.0,True,0,0,6,9,41,3.7927215620002244,3.795248762000483
152,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,28,-6.0,-300.0,294.0,True,0,0,1,14,57,4.223748094998882,4.242103799000688
153,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,32,-84.0,-300.0,216.0,True,0,0,3,12,24,4.845127457001581,4.848349556999892
154,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,24,-245.0,-375.0,130.0,True,0,0,7,8,35,3.7444914930001687,3.7470759929983615
155,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,28,-80.0,-375.0,295.0,True,0,0,1,14,54,4.427409793999686,4.43002429399894
156,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,32,-75.0,-375.0,300.0,True,0,0,4,11,69,4.674881266000739,4.677410465999856
157,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,24,-206.0,-450.0,244.0,True,0,0,6,9,21,3.7116287799999554,3.7141317799996614
158,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,28,-174.0,-450.0,276.0,True,0,0,7,8,36,4.280957180000769,4.283624579999014
159,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,32,-76.0,-450.0,374.0,True,0,0,6,9,64,4.704745884000658,4.707182883999849
160,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,24,-299.0,-525.0,226.0,True,0,0,7,8,21,3.8686827109995647,3.8711152109990508
161,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,28,-129.0,-525.0,396.0,True,0,0,7,8,62,4.2565698830003385,4.25902988299822
162,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,32,-242.0,-525.0,283.0,True,0,0,9,6,85,4.926389176000157,4.928840376000153
163,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,24,-234.0,-600.0,366.0,True,0,0,6,9,71,3.973630456999672,3.976215057000445
164,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,28,-284.0,-600.0,316.0,True,0,0,6,9,39,4.350975563000247,4.3534499630004575
165,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,32,-300.0,-600.0,300.0,True,0,0,7,8,40,5.013365597000302,5.016098396999951
166,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,24,-16.0,-300.0,284.0,True,0,0,5,10,51,3.94305487299971,3.9456445729992993
167,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,28,-68.0,-300.0,232.0,True,0,0,3,12,34,4.584289248999994,4.58678104899991
168,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,32,12.0,-300.0,312.0,True,0,0,2,13,73,4.756208763999894,4.759175063998555
169,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,24,-150.0,-375.0,225.0,True,0,0,4,11,52,3.9295794620011293,3.932033061999391
170,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,28,-145.0,-375.0,230.0,True,0,0,5,10,47,4.421619979999377,4.424194080000234
171,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,32,-115.0,-375.0,260.0,True,0,0,5,10,32,4.9401317009997,4.942700301000514
172,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,24,-198.0,-450.0,252.0,True,0,0,6,9,27,3.6964353999992454,3.699086399999942
173,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,28,-216.0,-450.0,234.0,True,0,0,6,9,16,4.257239495998874,4.26004589600052
174,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,32,-222.0,-450.0,228.0,True,0,0,6,9,55,4.879808593001144,4.882274892999703
175,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,24,-265.0,-525.0,260.0,True,0,0,9,6,53,3.838700289999906,3.8412209899997833
176,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,28,-163.0,-525.0,362.0,True,0,0,6,9,60,4.27583697999944,4.278331580000668
177,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,32,-251.0,-525.0,274.0,True,0,0,6,9,32,5.0868641619999835,5.089379361999818
178,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,24,-220.0,-600.0,380.0,True,0,0,6,9,82,4.061056992000886,4.0635988920003
179,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,28,-272.0,-600.0,328.0,True,0,0,3,12,40,4.363797649999469,4.366399950000414
180,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,32,-412.0,-600.0,188.0,True,0,0,7,8,37,5.083708411000771,5.086257210999975
