case,reads_used,qubo_variables,count_penalty,degree_penalty,reward_scale,seed,energy,true_energy,energy_gap,ground_hit,valid_edge_path,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
40,100,395,70.0,100.0,20.0,41,-1634.0,-1980.0,346.0,False,False,98,1,0,0,59,39,0,17.539460949000045,17.57722554899999
41,100,395,80.0,60.0,20.0,40,-1672.0,-1980.0,308.0,False,False,99,0,0,1,65,34,0,17.45311360200003,17.492720401999918
42,100,395,80.0,60.0,20.0,41,-1608.0,-1980.0,372.0,False,False,99,0,1,3,74,25,0,19.86480640700006,19.903092206999986
43,100,395,80.0,70.0,20.0,40,-1668.0,-1980.0,312.0,False,False,99,0,1,1,78,21,0,18.041072379999946,18.07835078000005
44,100,395,80.0,70.0,20.0,41,-1590.0,-1980.0,390.0,False,False,99,0,0,1,52,47,0,17.429207486999985,17.466654887000004
45,100,395,80.0,80.0,20.0,40,-1600.0,-1980.0,380.0,False,False,99,0,0,1,48,51,0,18.65860000100008,18.696911100999955
46,100,395,80.0,80.0,20.0,41,-1684.0,-1980.0,296.0,False,False,99,0,1,0,66,33,0,17.632727546999945,17.671082048000017
47,100,395,80.0,90.0,20.0,40,-1682.0,-1980.0,298.0,False,False,99,0,0,1,67,32,0,17.57705768300002,17.61497888300005
48,100,395,80.0,90.0,20.0,41,-1594.0,-1980.0,386.0,False,False,99,0,1,0,53,46,0,17.32127646699996,17.358222967000074
49,100,395,80.0,100.0,20.0,40,-1604.0,-1980.0,376.0,False,False,99,0,1,0,55,44,0,18.724232508,18.762064408000015
50,100,395,80.0,100.0,20.0,41,-1636.0,-1980.0,344.0,False,False,98,1,0,0,65,33,0,18.266451931000006,18.304022631000066
